"table_schema","table_name","ordinal_position","column_name","data_type"
"s360","link_register_payment","5","updated_at","varchar"
"t360","dim_t360_homeroom_class_teacher","1","id","bigint"
"t360","dim_t360_homeroom_class_teacher","2","tenant_id","bigint"
"t360","dim_t360_homeroom_class_teacher","3","homeroom_teacher_id","decimal(20,0)"
"t360","dim_t360_homeroom_class_teacher","4","teacher_code","varchar"
"t360","dim_t360_homeroom_class_teacher","5","teacher_name","varbinary"
"t360","dim_t360_homeroom_class_teacher","6","homeroom_class_id","bigint"
"t360","dim_t360_homeroom_class_teacher","7","class_code","varchar"
"t360","dim_t360_homeroom_class_teacher","8","class_name","varchar"
"t360","dim_t360_homeroom_class_teacher","9","so_school_id","integer"
"t360","dim_t360_homeroom_class_teacher","10","school_name","varchar"
"t360","dim_t360_homeroom_class_teacher","11","school_code","varchar"
"t360","dim_t360_homeroom_class_teacher","12","so_campus_name","varchar"
"t360","dim_t360_homeroom_class_teacher","13","school_year_id","integer"
"t360","dim_t360_homeroom_class_teacher","14","school_year_code","varchar"
"t360","dim_t360_homeroom_class_teacher","15","grade_name","varchar"
"t360","dim_t360_homeroom_class_teacher","16","is_moved_out","integer"
"t360","dim_t360_homeroom_class_teacher","17","teacher_type","varchar"
"t360","dim_t360_homeroom_class_teacher","18","is_deleted","integer"
"t360","dim_t360_homeroom_class_teacher","19","created_at","timestamp(6) with time zone"
"t360","dim_t360_homeroom_class_teacher","20","updated_at","timestamp(6) with time zone"
